SMILES1,SMILES2,cocrystallization
C1CC2C3(C)CCC(O)CC3=CCC2C2C1(C)C(C(C)=O)CC2,OC(c1c(O)ccc(O)c1)=O,0
N1CC(COc2cc(C)cc(C)c2)OC1=O,C(c1c(O)cccc1)(=O)N,1
O=C(CC(N)C(O)=O)O,O=S(=O)(N)c1c(Cl)cc(NCc2ccco2)c(C(=O)O)c1,0
c1(C=Cc2ccncc2)ccncc1,Fc1c(F)c(Br)c(F)c(F)c1Br,1
c1cnccc1-c1ccncc1,c1cc(Br)ccc1C(O)=O,1
n1ccc(C(=O)NN)cc1,OC(c1ccc(N)cc1)=O,1
OC(=O)CCCC(=O)O,N(c1ccc(Cl)c(C(F)(F)F)c1)C(=O)Nc1c(F)cc(Oc2ccnc(C(NC)=O)c2)cc1,1
c1c(-c2ccncc2)ccnc1,c1cc2cc(C(O)=O)c(O)cc2cc1,1
c1cnccc1CCc1ccncc1,C(F)(F)(F)c1c(C#N)ccc(NC(C(O)(C)CS(=O)(c2ccc(F)cc2)=O)=O)c1,0
c1ccccc1C(O)=O,C1C(=O)NC(=O)CC1,0
N(c1ncc(C)s1)C(C1=C(O)c2c(cccc2)S(=O)(=O)N1C)=O,C(O)(C=CC(O)=O)=O,1
C(CCCC(O)=O)C(O)=O,c1c(=O)[nH]c(N)nc1C,1
c1c(CC(C(=O)O)N)nc[nH]1,O=c1c(=O)c(O)c1O,1
O=C(O)c1ccccc1,c1(C(N)=O)ccncc1,1
O=C(O)CCCCC(=O)O,O=S(c1ccc(N)cc1)(=O)N=c1[nH]nc(C)s1,1
c1ccc([N+]([O-])=O)cc1[N+](=O)[O-],c1(C)c([N+]([O-])=O)cc([N+]([O-])=O)cc1[N+]([O-])=O,0
C1CC(=O)N(CC(N)=O)C1,c1cnc[nH]1,0
c1([N+](=O)[O-])cc([N+]([O-])=O)c(C)c([N+](=O)[O-])c1,c1cccc2cc3c(cccc3)cc12,0
C1(=O)c2c(cccc2)C(=O)N1,c1ccccc1C(=O)O,0
O=[N+]([O-])c1ccc(O)cc1,c1c(C(N)=O)c(O)ccc1,0
OC(=O)CCSCCC(O)=O,c1cc(O)ccc1C(N)=O,0
C(CC(=O)O)CCCCC(=O)O,O(c1c(-c2nc3c(CCC)nn(C)c3c(=O)[nH]2)cc(S(=O)(=O)N2CCN(C)CC2)cc1)CC,1
c1nc2c(c(=O)n(C)c(=O)n2C)[nH]1,C(=O)(c1c(F)cc(F)cc1F)O,1
c1c(C#N)ccnc1,c1c(Cl)ccc(C(O)=O)c1,1
c1c2c(cc(O)c1)oc(-c1ccc(O)c(O)c1)c(O)c2=O,n1(C)cnc2c1c(=O)n(C)c(=O)n2C,1
c1(CCC(=O)O)ccccc1,c1c2c(ccc1C1N3C(=O)CN(C)C(=O)C3Cc3c4c([nH]c31)cccc4)OCO2,1
c1(Br)ccc(O)cc1,C12(C)C3CCC4(C)C(CCC4OC(C)=O)C3CCC1=CC(=O)C(OC(=O)C)C2,1
C(O)(=O)CCCC(O)=O,O=S(c1ccc(-c2n3nc(-c4cc(S(C)(=O)=O)ccc4)ccc3nc2)cc1)(=O)C,1
c12c(ccc3c1cccc3)cccc2,Fc1c(I)c(F)c(I)c(F)c1I,1
c1(C(=O)NCCCCCCNC(c2ccncc2)=O)ccncc1,C(CCCCCCC(=O)O)(=O)O,1
C(CCCC(=O)O)C(O)=O,c1cnc(C(=O)N)cn1,1
c1c(N)ccc(C(O)=O)c1,C(O)(=O)COc1ccccc1C(=O)O,1
O(C)c1cc2c(n(C(c3ccc(Cl)cc3)=O)c(C)c2CC(=O)O)cc1,c1(N)cc[nH]c(=O)n1,0
c1cc(CNCCc2nc(-c3ccccc3)[nH]c(=O)c2COC)ccc1,Oc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1
c1cc(-c2ccncc2)ccn1,C(O)(c1c(C(=O)O)nc(C(O)=O)c(C(=O)O)n1)=O,1
C(c1cn(CC)c2nc(C)ccc2c1=O)(=O)O,NC(CCC(N)C(O)=O)=O,0
Cc1cc(C)nc(N)n1,OC(=O)CCCC(O)=O,1
c1cccc2c1=c1ccccc1=c1cccc(O)c1=c1c(O)cccc1=2,c1cc(-c2ccncc2)ccn1,1
O=S(c1cccc2ccccc12)(O)=O,c12[nH]c(NC(=O)OC)nc1cccc2,1
C(=O)(O)c1c(O)cccc1,NC(N)=NC(=[N+](C)C)N,1
c1cc(C(=O)O)ccc1,c1cccc(CC(=O)O)c1,0
OC(=O)c1cccc(OC)c1,OC(=O)C(O)=O,0
OC(=O)c1cccc(F)c1,OC(c1ccccc1)=O,1
c1cccc(C(=O)N)c1,C(O)(=O)c1cccc(C)c1,0
Ic1ccccc1C(=O)O,[O-][N+](=O)c1ccccc1C(=O)O,0
C1NCCCCC1,c1(C(=O)O)ccc(Br)cc1,1
OC(=O)c1cc([N+]([O-])=O)cc([N+]([O-])=O)c1,OC(N)=[N+](C)C,1
c1c[nH]nc1,[nH]1nccn1,0
O=[N+](c1cc([N+](=O)[O-])cc([N+]([O-])=O)c1O)[O-],C1Cc2c(F)nc(C)[n+]([O-])c2CC1,1
c1cc(O)cc(O)c1,OC(c1cn(CC)c2nc(C)ccc2c1=O)=O,1
c1(O)ccccc1C(N)=O,O=[N+]([O-])c1ccc(O)cc1,0
c1c([N+]([O-])=O)cc([N+](=O)[O-])c(O)c1[N+](=O)[O-],Nc1n(N)c(-c2c(N)non2)nn1,1
s1c(S(=O)(N)=O)nnc1NC(C)=O,c1(C(=O)O)cc(O)ccc1O,0
c1cc2c(cc1OC)ccc(C(C(O)=O)C)c2,NC(CC(=O)N)=O,0
S(N)(c1sc(NC(=O)C)nn1)(=O)=O,Oc1cc(C(O)=O)cc(O)c1,0
c1c([N+]([O-])=O)c(O)ccc1,Nc1c2c(ccc1)cccc2,0
c1nccc(C(N)=O)c1,c1c(O)c(C(O)=O)ccc1N,1
O=C1N(CC(=O)O)C(=O)c2ccccc21,[nH]1ccnc1,1
OC(c1c(C(=O)O)cccc1)=O,c1c(N)nccc1,1
c1c(OC)cc(C(O)=O)cc1,c1cc(C(=O)N)ccc1,0
C1CC(C(=O)C)C2(C)CCC3C(CCC4=CC(=O)CCC34C)C12,c12n(C)c(=O)[nH]c(=O)c1n(C)cn2,0
c1([N+](=O)[O-])cccc([N+](=O)[O-])c1,c12[nH]c3ccccc3c1cccc2,0
C(C(C(O)=O)O)C(=O)O,c1ccc2c(c1)C=C(C(N)=O)c1ccccc1N2,0
c1(C(=O)O)ccc(C)cc1,ClCC(O)=O,0
C1c2c(CO)nc(C)c(O)c2COC(C)(C)O1,OS(=O)(c1ccc(C)cc1)=O,1
[N+](=O)([O-])NCCN[N+]([O-])=O,n1ccc(-c2ccncc2)cc1,1
c1cc(OC)cc2c(CCNC(C)=O)cccc12,O=C(N)c1ccncc1,1
c1ccncc1C(=O)O,C(c1cccc(C(=O)c2ccccc2)c1)(C(=O)O)C,0
c1nn(Cc2ccc(C(=O)N)cc2)cc1,c1(C(=O)O)ccc(F)cc1,1
O=C1NCCC1,C(=O)(c1cccc(C)c1)O,0
n1cnc(NC(=O)c2ccccc2)c2[nH]cnc12,c1cc(C(O)=O)ccc1O,1
n1c(C)ccc2c(=O)c(C(=O)O)cn(CC)c12,c1cc(O)c(OC)cc1C=CC(=O)O,0
c1(Cl)c(S(=O)(=O)N)cc(C(=O)O)c(NCc2ccco2)c1,C(C(C)C)C(C(=O)O)N,0
OC(=O)C(=O)O,c1c[nH]c(=O)cc1,1
c1cc(O)cc2ccccc12,c1cccc2ccccc12,0
C(=O)(O)c1cc([N+]([O-])=O)ccc1,c1cc(-c2ccccc2)ccn1,1
c1cc(C(O)=O)c(O)cc1,c1c(O)ccc(O)c1,0
C1CCCCC(=NNC(=O)c2ccncc2)CC1,c1ccc(O)cc1C(O)=O,1
[O-][N+](c1ccc(O)cc1)=O,[O-][N+](c1ccc(N)cc1)=O,0
c1(C)ccc(C(=O)N)cc1,NC(c1cccnc1)=O,0
c1c(N)ccc([N+]([O-])=O)c1,[O-][N+](c1cc([N+]([O-])=O)cc([N+](=O)[O-])c1)=O,0
CCn1cc(C(=O)O)c(=O)c2ccc(C)nc12,O=C(O)C(O)C(C(O)=O)O,0
c1(O)cc(O)cc2occ(-c3ccc(O)cc3)c(=O)c12,OC(=O)C1NCCC1,1
O=C(C(C)c1cc(F)c(-c2ccccc2)cc1)O,n1cccc(C(O)=O)c1,0
c1([N+](=O)[O-])cccc(C(O)=O)c1,[O-][N+](=O)c1cc(C(O)=O)cc([N+]([O-])=O)c1,0
n1(C(c2ccc(Cl)cc2)=O)c2ccc(OC)cc2c(CC(=O)O)c1C,C(=O)(N)CO,0
Cc1cnc[nH]1,c1c([N+]([O-])=O)cc([N+](=O)[O-])c(O)c1[N+]([O-])=O,1
c1cc(O)c(C(=O)O)cc1,c1ccc(C(=O)O)cc1OC,0
C(n1c2c(nc3c(=O)[nH]c(=O)nc1-3)cc(C)c(C)c2)C(C(C(CO)O)O)O,c1c([N+](=O)[O-])cc(C(=O)O)cc1,0
C(=O)(CCCCCCC)O,Cc1c(C(N)=O)cccc1,0
c1cnc(C(N)=O)cn1,C(C=C(CC(=O)O)C(=O)O)(=O)O,1
C(C=CC(=O)O)(=O)O,C(CN(C)C)=C=C1c2c(cccc2)C=Cc2ccccc21,1
n1cc(C)nc2c1cccc2O,Oc1ccc(O)cc1,1
CC(=O)Nc1nnc(S(=O)(N)=O)s1,C(CCCC(O)=O)C1SCC2NC(=O)NC21,0
c1([N+](=O)[O-])cc([N+](=O)[O-])c(O)c([N+]([O-])=O)c1,c1cccc2c1NC(=O)C1C3CC4[N+](C)(CC3=CC)CCC124,1
c1(-c2ccccc2)ccncc1,c1cc(C#N)cnc1,0
n1(C)c(=O)n(C)c(=O)c2c1nc[nH]2,N(C=O)CCNC=O,1
O=C(O)C(C)c1cc(F)c(-c2ccccc2)cc1,c1cncc(C(N)=O)c1,1
Oc1ccc(O)cc1,C(=O)(c1cc([N+](=O)[O-])ccc1)O,0
c1(-c2ccccc2)ccccc1,c1ccccc1C(C(=O)c1ccccc1)=O,0
c1cnccc1CCc1ccncc1,c1c(Cl)ccc(C(NCCc2ccc(OC(C)(C)C(=O)O)cc2)=O)c1,1
C(C(O)=O)CC(O)=O,c1cccc(N)c1N,1
c1cnccc1C=Cc1ccsc1,O=C(CCCCC(=O)O)O,1
OC(c1cn(CC)c2c(c1=O)ccc(C)n2)=O,C1(O)=C(O)OC(C(CO)O)C1=O,0
c1(C#N)ccc(C#N)cc1,c1(C#N)ccc(O)cc1,0
O=C(O)c1cc([N+](=O)[O-])ccc1F,n1(C)c(=O)c2n(C)cnc2n(C)c1=O,1
O=C(N)c1ccc(N)cc1,NC(C(O)=O)CCC(O)=O,0
c1(C(=O)N)c(C)cccc1,OCc1c(O)c(C)ncc1CO,0
OC(C=CC(O)=O)=O,C(N)(=O)c1ccc([N+]([O-])=O)cc1,0
OP(O)(C(P(=O)(O)O)(C)O)=O,Cn1c(=O)n(C)c(=O)c2n(C)cnc21,0
c1(-c2ccc(C(C)C(O)=O)cc2F)ccccc1,C12N(C(C(O)=O)C(C)(C)S1)C(=O)C2NC(=O)C(c1ccc(O)cc1)N,0
c12c(OC)cc(OC)c(Cl)c1OC1(C2=O)C(C)CC(=O)C=C1OC,OC(=O)CCC(O)=O,0
c1cc(O)c(C(=O)O)c(O)c1,c1sc(=N)[nH]c1,1
c1(N)cc(C(O)=O)ccc1,C(O)(CC(=O)O)C(O)=O,0
OC1=C(O)C(=O)C(C(CO)O)O1,c1(Cl)ccc(C(=O)n2c3c(cc(OC)cc3)c(CC(=O)O)c2C)cc1,0
c1ccc2cc(N)ccc2c1,c1ccc(O)c([N+]([O-])=O)c1,0
c1ncc(C(N)=O)cc1,NC(c1ccccc1)=O,0
c1cc(C(=O)O)ccc1N,c1n(C)c2c(=O)n(C)c(=O)n(C)c2n1,0
C(C=CC(=O)O)(O)=O,c12c(=O)c(C(=O)O)cn(CC)c1nc(C)cc2,0
s1c2nc(C)cn2c2ccccc12,c1cc2nc(N)sc2cc1,1
c1c(S(OCC2C3N(CCCC3)CCC2)(=O)=O)ccc(C)c1,O=S(O)(c1ccc(C)cc1)=O,1
C(C(C(O)=O)O)C(=O)O,c1c(OC)ccc(N)c1,1
c1(O)cccc(O)c1,C1C2C34C(C(C)C(=O)OC3OC(C)(OO4)C1)CCC2C,1
NC(c1ccc(C)cc1)=O,OC1=C(O)C(=O)OC1C(O)CO,0
C(=O)([O-])C[N+](C)(C)C,Clc1ccc(Cl)c(C(=O)O)c1OC,1
n1cccc(C(=O)O)c1,c1ccc(OC)cc1C(O)=O,0
n1c(N)cccc1,C(O)(=O)CC(O)C(O)=O,1
FC(c1c2cc(C(F)(F)F)c(C(F)(F)F)cc2c(C(F)(F)F)c2cc(C(F)(F)F)c(C(F)(F)F)cc12)(F)F,c1c2ccccc2cc2ccccc12,1
C1(N)CCCCC1,c1c(C=CC(=O)O)cccc1,1
Cc1c(NC(=O)CN(CC)CC)c(C)ccc1,c1(O)ccccc1C(Oc1ccccc1)=O,0
c1(C(C)C(O)=O)cc(F)c(-c2ccccc2)cc1,c12c(ncn1C)n(C)c(=O)[nH]c2=O,0
c1(N)nc(N)nc(N)n1,C(c1ccccc1C(=O)O)(O)=O,1
C1CNCCCN1,OC(=O)C(O)=O,1
n1c(NC(CC)=O)ccc(Br)c1,OC(=O)CCCCCCCCC(O)=O,1
c1cc(C(N)=O)ccc1,n1cc(C(=O)N)ccc1,0
O=C(N)c1ccccc1[N+](=O)[O-],C1(=O)OC(C(CO)O)C(O)=C1O,0
C(=O)(c1ccccc1)OCCn1c(C)ncc1[N+](=O)[O-],c1cc(C(=O)O)ccc1OC,1
c12ccccc1sc(N)n2,c1ccc2sc3n(cc(C)n3)c2c1,1
c1cnc(CC)cc1C(=S)N,C1(O)=C(O)OC(C(CO)O)C1=O,0
OC(C(O)(CC(O)=O)CC(O)=O)=O,n1c2ccc(OC(F)(F)F)cc2sc1N,0
O=C(CC(C(O)=O)(C)C)O,NC(=O)C(N1C(=O)CCC1)CC,1
OCC(C(O)C(Cn1c2cc(C)c(C)cc2nc2c(=O)[nH]c(=O)nc1-2)O)O,c1(C)ccc(C(N)=O)cc1,0
N1CCNC1=O,C(=O)(C(C(O)C(O)=O)O)O,1
c1cc(C(=O)N)cnc1,C(N)(=O)c1cc(OC)ccc1,0
C(CCCC(C(=O)O)N)N,[N+]([O-])(c1c(O)c([N+]([O-])=O)cc([N+](=O)[O-])c1)=O,1
O=C(O)C(N)C(C)C,C(C=CC(=O)O)(=O)O,1
c1([N+](=O)[O-])cc([N+]([O-])=O)c(O)c([N+]([O-])=O)c1,c1(Cn2c(C)[n+](C[n+]3ccn(Cc4ccccc4)c3C)cc2)ccccc1,1
O=[N+](c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1)[O-],c1cc(F)ccc1N1CCNCC1,1
Oc1ccc(C(O)=O)cc1,c1c(OC)ccc(C(O)=O)c1,0
n1cccc2ccccc12,c1([N+](=O)[O-])cc([N+](=O)[O-])c(O)c([N+]([O-])=O)c1,1
n1cc[nH]c1C,O=C(c1cnccc1)N,0
NC(N)=O,Nc1cc(C(N)=O)ccc1,0
c1c(NC(C)=O)cc(C(O)=O)c(O)c1,c1cc(N)ccn1,1
c1cc(C(O)=O)c(O)cc1,c1c([N+]([O-])=O)c(C(=O)O)ccc1,0
c1c(C(=O)O)ccc(Br)c1,c1(C(N)C)ccccc1,1
c12c(ccc(CO)c1)N=CC2=CNNC(N)=NCCCCC,C(C=CC(=O)O)(=O)O,1
c1cnccc1C=Cc1ccncc1,c1(I)cc(I)c(O)cc1O,1
O=C(c1c(OCC)cccc1)N,C(=CC(=O)O)C(=O)O,1
C12(N)CC3CC(CC(C1)C3)C2,c1(C(=O)O)ccc(F)cc1,1
O=C(O)C(CC(=O)O)C(O)C(=O)O,NC(=O)N1c2c(cccc2)C=Cc2c1cccc2,0
Clc1nc(N)nc(C)c1,c1c(C=CC(=O)O)cccc1,1
c1ccc2c(c1)Nc1ccccc1S2,c1(I)c(F)c(F)c(I)c(F)c1F,1
NC(c1cnccc1)=O,c1([N+](=O)[O-])cnc(NC(c2c(OC(C)=O)cccc2)=O)s1,0
C(=O)(O)CCC(C(=O)O)N,c1cc(C(=O)O)ccc1O,0
c1(OC)cc(C=CC(=O)CC(C=Cc2cc(OC)c(O)cc2)=O)ccc1O,c1c(O)c(OC)cc(C=CC(=O)O)c1,0
NC(C(O)=O)Cc1[nH]cnc1,c1([N+]([O-])=O)ccccc1C(=O)O,1
c1cc(OC)c(C(O)=O)cc1,NC(N)=O,0
c1ccc(C(=O)N)cn1,Oc1c(C(=O)O)ccc(N)c1,1
O=C(N1c2c(cccc2)C=Cc2c1cccc2)N,OC(C)C(=O)N,0
c1ccc(Br)cc1,C12C3C(C)(CCC1c1c(cc(O)cc1)CC2)C(O)CC3,0
c1(Nc2ccccc2)ccccc1,c1c(C(=O)c2ccccc2)cccc1,1
c1(C(=O)O)ccccc1C(=O)O,N(c1ccccc1)C(=N)Nc1ccccc1,1
Fc1c[nH]c(=O)[nH]c1=O,[N+](c1cc(C(O)=O)ccc1)([O-])=O,1
O1C(O)=C(O)C(=O)C1C(CO)O,FC(F)(Oc1ccc2c(c1)sc(N)n2)F,0
C(O)(C(C(=O)O)O)C(O)=O,O=C(O)CNC,1
c1cnccc1-c1ccncc1,Oc1ccc(S(=O)(=O)c2ccc(O)cc2)cc1,1
S1C(=C2C(=O)N(CC)C(=S)S2)C(=O)N(CC)C1=S,c1cc2c3c(cccc3c3cccc4c3c2ccc4)c1,1
O=c1c2ncnnc2n(C)c(=O)n1C,c12c(cccc1)[nH]cc2,1
n1(C)c(=O)n(C)c(=O)c2c1nc[nH]2,N(S(c1ccc(N)cc1)(=O)=O)C(=O)C,1
O=C(Nc1ccccc1)C,c1cc(N)ccc1C(C)=O,0
C(O)(=O)CCC(O)=O,O(c1cc(OC)c(Cl)c2c1C(=O)C1(O2)C(C)CC(=O)C=C1OC)C,0
c1cc(C(O)=O)c([N+](=O)[O-])cc1,C(CN)c1ccc(O)cc1,1
c1(-n2c(=O)c(C(C)C)c(C)n2C)ccccc1,C(=O)(O)C(O)=O,0
C(Nc1c(C(O)=O)cc(S(=O)(N)=O)c(Cl)c1)c1ccco1,OC(C(O)=O)C(O)C(=O)O,0
c1c(N)ccc(N)c1,c1cc(O)ccc1O,1
c1cc(C(=O)O)c(O)cc1N,c1(N)cnccc1,1
c1c(O)ccc(C(=O)O)c1O,o1c2c([nH]c1=O)cc(Cl)cc2,1
O=C(O)CCCC(O)=O,c1(NS(c2ccc(N)cc2)(=O)=O)nc(C)cc(C)n1,0
C(c1ccc(I)cc1)=CC(=O)O,c1([N+]([O-])=O)ccc([N+]([O-])=O)cc1,1
O=C(C=CC(=O)O)O,c1(C=Cc2ncccc2)ccccn1,1
c1[nH]c2c(c1)cccc2,c1n(C)c2c(=O)n(C)c(=O)n(C)c2n1,0
c1c(CC(C)C)ccc(C(C)C(=O)O)c1,c1c(C(=O)O)cccn1,0
c1cc2c(cc1)S(=O)(=O)NC2=O,c1ccc(C(N)=O)c(F)c1,1
O=[N+]([O-])c1cc([N+](=O)[O-])cc(C(=O)O)c1,c12c3ccccc3n(CCCC)c1cccc2,1
c1cc(C(O)=O)ccc1[N+](=O)[O-],c1(C)cc(-c2cnccc2)nc(N)n1,1
c1(F)ccc(C(O)=O)cc1,c1(C)ncc(CO)c(CO)c1O,0
C(=O)(N)N,[N+](=O)(c1ccc(C(=O)N)cc1)[O-],0
c1cc(N)c(O)cc1,[N+]([O-])(c1cc([N+]([O-])=O)cc([N+]([O-])=O)c1O)=O,1
C(NC(=O)C)(CS)C(=O)O,OC(C(c1cc2c(cc1)cc(OC)cc2)C)=O,0
c12cccc3c1c(ccc2)CC3,c1ccc2c3ccccc3ccc2c1,0
C1CCN(CC(N)=O)C1=O,OC(=O)CCC(=O)O,0
c1cc(O)ccc1O,[O-][N+](=O)c1ccccc1C(O)=O,0
O=C1NCC(=O)NC1,c1c(C(=O)O)c(O)ccc1Cl,1
c1cc([N+]([O-])=O)cc(C(=O)N)c1,n1c(=O)[nH]c(=O)c2nc3c(n(CC(C(C(O)CO)O)O)c1-2)cc(C)c(C)c3,0
[N+](c1ccc(O)c([N+](=O)[O-])c1)([O-])=O,c1c2c(ccc3ccccc23)ccc1,0
C(=O)(c1ccc(F)cc1)O,c1ccccc1C(O)C(C)N(C)C,1
c1cnccc1C(N)=O,OC(=O)CC(c1c(C)cccc1)C,1
c1c(N)ccc(C(=O)O)c1O,Nc1ncccc1,1
NC(c1ccccc1[N+](=O)[O-])=O,OC(CCCCCCC)=O,0
CC(c1ccc(C)cc1)N,c1(C(C(=O)O)C)ccc2c(ccc(OC)c2)c1,1
c1c(O)cccc1O,C(=CC(O)=CC(C=Cc1ccc(O)c(OC)c1)=O)c1cc(OC)c(O)cc1,1
c12c(cccc1)N(C(N)=O)c1c(cccc1)C=C2,C(O)(=O)C(CCC(O)=O)=O,0
c1ccncc1C(O)=O,c1ccc2c(c1)nc(N)[nH]2,1
c1cnccc1C=Cc1ccncc1,FC(F)(C1(C#CC2CC2)c2cc(Cl)ccc2NC(=O)O1)F,1
c1(F)c(-c2ccccc2)ccc(C(C(=O)O)C)c1,O=S(c1[nH]c2c(n1)ccc(OC)c2)Cc1c(C)c(OC)c(C)cn1,0
c1(-c2ccncc2)ccncc1,c1cc(OC)ccc1C=CC(O)=O,1
C12C(C(=O)O)C(C(=O)O)C(c3ccccc31)c1ccccc12,OC(=O)C1CCCN1,1
C1C2(C)C(=O)CC(C1)C2(C)C,c1c([N+](=O)[O-])c(O)c([N+]([O-])=O)cc1[N+]([O-])=O,0
c1cncc(C(N)=O)c1,c1cc(F)ccc1C(O)=O,1
c1(N)sc2c(ccc(OC(F)(F)F)c2)n1,C1(=O)C(C(CO)O)OC(O)=C1O,0
c1cc(N(C)C)ccn1,Oc1cc(O)cc(C(=O)O)c1,1
C1(=O)C(Br)=CN2CC3C4CCCCN4CC(C3)C2C1,C1(=O)NC(=O)CC1,1
C1CC(O)CC2=CCC3C4C(C)(CCC3C12C)C(C(=O)C)CC4,c1cc(O)cc(C(=O)O)c1O,0
[nH]1c(=O)nc(N)c(F)c1,c1c(N)ccc(C(O)=O)c1,1
Oc1ccc(O)cc1,c1c(CCCc2ccncc2)ccnc1,1
c1(O)c(C)ncc(CO)c1CO,c1cc(OC)c(C(N)=O)cc1,0
c1(C)ccc([N+]([O-])=O)cc1[N+]([O-])=O,c1cc2c(ccc3ccccc32)cc1,0
NC(=O)N,c1cc(C(=O)O)ccc1C,0
CC(C)c1cccc(C(C)C)c1O,c1nccc(-c2ccncc2)c1,1
Nc1n[nH]c(=S)s1,c1nccc(-c2ccncc2)c1,1
C(CCC(=O)O)CCC(O)=O,Cc1nc(N)nc(C)c1,1
C(c1c(CO)cnc(C)c1O)O,COc1ccccc1C(=O)N,0
c1(C#N)ccncc1,C(#N)c1cnccc1,0
c1(Cl)c2c(ccc1)c1c(s2)cn(C(C)C)c1,[O-][N+](c1cc([N+]([O-])=O)cc([N+]([O-])=O)c1)=O,1
C(O)(=O)c1cc([N+]([O-])=O)ccc1C(O)=O,Cc1n[nH]c(C)c1,1
c1cccnc1CN(CC(=O)N)Cc1ccc(CN(CC(=O)N)Cc2ncccc2)cc1,Cn1c2c([nH]cn2)c(=O)n(C)c1=O,1
c1ccccc1NC(C)=O,OC(CCC(=O)O)=O,0
Oc1ccc(Br)cc1,C1C(=O)C=C2CCC3C(CCC4(C)C3CCC4O)C2(C)C1,1
C(CSCC(N)C(O)=O)(=O)O,c1cc2c(ccc(OC)c2)cc1C(C(=O)O)C,0
c1(C(=O)O)ccc(N)cc1,O=c1[nH]c(=O)c2nc3c(cc(C)c(C)c3)n(CC(C(C(O)CO)O)O)c-2n1,0
c1(O)c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],n1(Cc2ccccc2)c(C)[n+](C[n+]2c(C)n(Cc3ccccc3)cc2)cc1,1
c1cnccc1CCCc1ccncc1,c1(I)c(F)c(F)c(OCCCOc2c(F)c(F)c(I)c(F)c2F)c(F)c1F,1
c1c(C)n[nH]c1C,c1cc(Cl)c(Nc2c(CC(O)=O)cccc2)c(Cl)c1,0
OC(=O)C=CC(=O)O,c1([N+]([O-])=O)ccccc1C(=O)N,0
c1(O)ccc(-c2ccc(O)cc2)cc1,c1c(O)cccc1C#N,0
c1cc(NC(C)=O)ccc1O,C(O)(=O)CCCCC(=O)O,0
C(c1c(O)cccc1)(=O)O,c1cc(O)c(C(N)=O)cc1,1
Cn1c2ncn(C)c2c(=O)n(C)c1=O,c1c(F)ccc(C(N)=O)c1,0
C(CCCCCCCCCCCCCCC(=O)O)CC,n1cc(C(=O)N)ccc1,1
n1(C)c(=O)n(C)c(=O)c2n(C)cnc12,c1cc(C(=O)N)ccc1N,0
n1cc(C(=O)N)ncc1,c1(C(=O)NN)ccncc1,0
Cc1ccccc1C(O)=O,c1(C)cc2n(CC(O)C(O)C(CO)O)c3nc(=O)[nH]c(=O)c-3nc2cc1C,0
Nc1nnc(-c2c(Cl)c(Cl)ccc2)c(N)n1,C1(=O)NC(=O)NC(=O)C1(CC)c1ccccc1,1
O=C(N)c1cnccc1,c1c2c(cc(OC)c1OC)CCN(CCCN(CC1Cc3cc(OC)c(OC)cc31)C)C(=O)C2,0
FC(F)(c1cc(OC(C)=O)c(C(O)=O)cc1)F,n1c(C(N)=O)cccc1,1
O=C(Nc1ccc(O)cc1)C,NC(N)=O,0
c1(C(=O)N)cccc(N)c1,C(c1cnccc1)(=O)N,0
c1c2c(ccc1)C=Cc1ccccc1N2C(=O)N,c1cc(O)cc(C(C)(C)C)c1O,0
c1cc(C(=O)N)cc(F)c1,O=C(O)C(CCC(=O)O)N,0
c1cc([N+]([O-])=O)ccc1C(=O)O,C(C)NCCO,1
C(C(O)=O)CCCC(=O)O,c1c(NC(=O)C)ccc(O)c1,0
C(CC(C(O)=O)N)C(O)=O,O=C(c1ccccc1C)N,0
c1(F)ccc(C(=O)O)cc1,n1ccc(-c2ccncc2)cc1,0
C(CCCC)CCC(O)=O,c1c(OC)c(C(=O)N)ccc1,0
C(Nc1ccccc1)(C)=O,c1c(C(C)=O)ccc(N)c1,0
c12c(cccc1)Nc1sc(C)cc1C(N1CCN(C)CC1)=N2,c1(C(O)=O)c(O)cccc1O,1
OCC(O)C(C(C(CO)O)O)O,c1ccncc1,1
O=P(O)(C(C)(O)P(O)(O)=O)O,O=C(c1c(=O)c2c(nc(C)cc2)n(CC)c1)O,0
c1c2ccc3c4c(ccc3)ccc(cc1)c24,c12c3ccccc3[nH]c1cccc2,0
c1cnccc1-c1ccncc1,c1(=O)[nH]c(=O)[nH]c(C(O)=O)c1,1
NC(=O)c1c([N+](=O)[O-])cccc1,c1ccc(C(=O)N)cc1,0
n1ccc(C(N)=O)cc1,O=C(CCC(=O)O)N,1
n1cc[nH]n1,Oc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+]([O-])=O,1
c1(F)c(N)nc(=O)[nH]c1,c1(C(=O)O)cc(O)c(O)c(O)c1,1
c1c(C(=O)N)c(C)ccc1,c1(CO)c(CO)c(O)c(C)nc1,0
c1c(C(Nc2ncccc2)=O)ccnc1,C(CC(=O)O)C(O)=O,1
COc1ccc2cc(C(C)C(O)=O)ccc2c1,OC(C1CCCN1)=O,1
c1cc(C(=O)N)cc(OC)c1,c1(C(=O)O)cccnc1,0
c1c(NC(=O)C)ccc(O)c1,c1(O)ccc(O)cc1C(O)=O,0
